D10,relu,N00,0.0233221,N01,0.0863974,N02,0.0195242,N03,0.00391265,N04,-0.0304982,N05,0.992092,N06,-0.181832,N07,-0.532153,B0,-0.05081
D11,relu,N00,-0.00458016,N01,-0.0260158,N02,-0.0155304,N03,-0.0541882,N04,1.14371,N05,-0.479851,N06,0.676538,N07,-0.124231,B0,-0.793225
D12,relu,N00,-0.00289064,N01,-0.0150461,N02,0.024563,N03,-0.00854403,N04,-0.128989,N05,-0.326792,N06,1.56792,N07,-0.3213,B0,0.938678
D13,relu,N00,0.0525513,N01,0.0433271,N02,0.112335,N03,0.0340065,N04,-0.514226,N05,-1.00357,N06,0.609477,N07,-0.859515,B0,-0.879613
D14,relu,N00,0.0322292,N01,-0.00171223,N02,0.0294,N03,-0.0156595,N04,-0.0720151,N05,-0.68333,N06,-0.819648,N07,-0.686221,B0,-0.714181
D15,relu,N00,-0.00836779,N01,-0.0313758,N02,-0.00322861,N03,-0.0183843,N04,0.604342,N05,-0.42547,N06,0.606876,N07,1.09619,B0,-0.164622
D16,relu,N00,-0.00588625,N01,-0.000168378,N02,0.0114463,N03,-0.00231626,N04,0.0363045,N05,-0.0185363,N06,0.81029,N07,-0.0381695,B0,0.885546
D17,relu,N00,0.0255561,N01,0.00662328,N02,0.138939,N03,-0.00355044,N04,-0.365272,N05,-0.39655,N06,0.851368,N07,-0.622142,B0,0.180274
D18,relu,N00,0.0111191,N01,-0.0544436,N02,-0.0451603,N03,-0.0543289,N04,1.22134,N05,-0.588199,N06,-0.462313,N07,-0.474993,B0,0.463866
D19,relu,N00,-0.0697104,N01,0.0151323,N02,0.0370036,N03,-0.0772168,N04,-1.21689,N05,0.181575,N06,0.17855,N07,-0.342849,B0,-1.35949
D110,relu,N00,0.00893147,N01,-0.0178242,N02,-0.0574052,N03,-0.0658183,N04,0.409931,N05,-0.910318,N06,0.916235,N07,0.707943,B0,-0.681375
D111,relu,N00,-0.00754691,N01,-0.0221229,N02,-0.0361846,N03,-0.0385893,N04,0.1891,N05,1.09345,N06,0.483215,N07,-0.271523,B0,-0.498617
D112,relu,N00,0.0309313,N01,0.00758999,N02,0.0129303,N03,0.0805632,N04,0.1305,N05,-0.991624,N06,-0.44798,N07,0.324965,B0,-0.705989
D113,relu,N00,0.0235605,N01,-0.216703,N02,0.00387567,N03,-0.0269328,N04,0.0812588,N05,-1.1956,N06,-0.586778,N07,0.103434,B0,-1.12889
D114,relu,N00,-1.27243,N01,-0.00974866,N02,-0.00790978,N03,-0.0129848,N04,-0.457946,N05,-0.299171,N06,-0.45213,N07,-0.313588,B0,-0.866373
D115,relu,N00,-0.00677651,N01,0.00722353,N02,4.62015e-05,N03,0.0845965,N04,-0.0808367,N05,-0.0169598,N06,-0.16945,N07,0.929454,B0,0.252957
D116,relu,N00,0.0170323,N01,0.0785229,N02,0.0163073,N03,0.0595933,N04,-0.113914,N05,0.162224,N06,-1.03264,N07,0.226679,B0,-1.3166
D117,relu,N00,0.00869045,N01,0.00133023,N02,0.022177,N03,0.0041516,N04,0.0697623,N05,0.0168181,N06,0.536422,N07,-0.00553141,B0,0.51756
D118,relu,N00,-0.00330766,N01,0.0183535,N02,-0.0566297,N03,0.0136448,N04,0.0357728,N05,0.0792269,N06,-1.25926,N07,0.0909343,B0,-1.51315
D119,relu,N00,0.0136178,N01,0.139134,N02,-0.01534,N03,-0.0211536,N04,-0.0150668,N05,0.386369,N06,-0.494398,N07,-0.803332,B0,-0.909939
D120,relu,N00,-0.0441504,N01,-0.139382,N02,0.028386,N03,0.044653,N04,-0.335117,N05,-1.08954,N06,0.0997627,N07,0.129274,B0,-0.570857
D121,relu,N00,0.00663969,N01,0.0181907,N02,0.00954676,N03,0.0669881,N04,-0.0618503,N05,-0.131578,N06,-0.0678248,N07,1.11389,B0,0.464597
D122,relu,N00,0.0755877,N01,0.11777,N02,0.0286571,N03,-0.0568949,N04,0.168,N05,-0.0506076,N06,-0.748748,N07,-0.923547,B0,-1.37293
D123,relu,N00,-1.06177,N01,0.00728054,N02,-0.013046,N03,0.0176198,N04,-1.20335,N05,-0.00318629,N06,-0.0854243,N07,-0.0106685,B0,-1.60893
D124,relu,N00,0.0329058,N01,-0.00723451,N02,-0.032268,N03,-0.0100472,N04,-0.709641,N05,0.604944,N06,0.784527,N07,0.630074,B0,-1.51163
D125,relu,N00,0.00376008,N01,-0.0211216,N02,-0.031077,N03,-0.0121889,N04,0.125193,N05,0.76434,N06,0.732109,N07,0.841287,B0,-0.394147
D126,relu,N00,0.0196693,N01,-0.0272619,N02,-0.0148185,N03,-0.0226975,N04,0.906145,N05,-0.220583,N06,-0.222286,N07,-0.198581,B0,0.742402
D127,relu,N00,0.0121309,N01,-0.0084589,N02,-0.0187687,N03,-0.00208935,N04,0.603967,N05,-0.192302,N06,-0.168981,N07,-0.159226,B0,0.368244
D128,relu,N00,0.0403438,N01,0.0387688,N02,0.061366,N03,0.110956,N04,-1.18146,N05,-0.339426,N06,0.210393,N07,0.195236,B0,-1.31993
D129,relu,N00,0.0475569,N01,-0.0393363,N02,-0.00284391,N03,-0.000577471,N04,0.860606,N05,-0.851991,N06,-0.712391,N07,-0.566619,B0,-0.619976
D130,relu,N00,0.02203,N01,-0.0441531,N02,-0.0343102,N03,-0.0362162,N04,0.633201,N05,0.209286,N06,2.0753,N07,0.0820339,B0,-0.486523
D131,relu,N00,-0.0065266,N01,-0.0411798,N02,0.00199215,N03,-0.0247711,N04,0.36309,N05,0.394803,N06,0.0154344,N07,-0.27479,B0,-0.37199
D20,relu,D10,0.0568123,D11,0.0699129,D12,-0.346995,D13,5.6688,D14,0.184312,D15,0.0475183,D16,2.29022,D17,-0.324407,D18,0.0178307,D19,-0.0863099,D110,-0.190843,D111,0.0144453,D112,0.383028,D113,0.266824,D114,0.528531,D115,0.00462415,D116,0.0962936,D117,-0.434554,D118,-3.18776,D119,0.284667,D120,-0.0692206,D121,0.0404316,D122,0.28358,D123,-0.0748319,D124,-0.149782,D125,-0.113486,D126,0.0514772,D127,0.0530837,D128,0.0669461,D129,0.0538132,D130,0.743429,D131,0.171672,B1,-1.51242
D21,relu,D10,-0.0445164,D11,0.0250016,D12,-0.0276347,D13,-0.973078,D14,0.697735,D15,-0.52993,D16,0.00328567,D17,-0.0519439,D18,0.00726055,D19,-0.178867,D110,-7.4133,D111,0.4278,D112,-0.088824,D113,-0.0104407,D114,-0.488013,D115,-0.03743,D116,0.0123803,D117,-0.0330886,D118,0.179892,D119,1.33106,D120,-3.31599,D121,-0.0149028,D122,2.42836,D123,-0.0179277,D124,-0.0745089,D125,-0.028909,D126,0.0201802,D127,-5.3287e-05,D128,-8.33671,D129,-0.0300015,D130,-0.168726,D131,2.12519,B1,0.0628473
D22,relu,D10,-0.0372692,D11,0.4438,D12,0.0893925,D13,0.286609,D14,0.461262,D15,-3.08939,D16,0.0180821,D17,0.137955,D18,0.0181561,D19,0.0933851,D110,2.20188,D111,-0.168283,D112,1.08736,D113,2.30576,D114,0.0150351,D115,-8.76545,D116,-7.47546,D117,0.20073,D118,-1.68413,D119,-0.11704,D120,1.25228,D121,-2.56463,D122,0.0352669,D123,-0.288127,D124,-0.0282696,D125,-6.01882,D126,-0.0504962,D127,0.0541158,D128,1.25347,D129,0.0349908,D130,-0.32287,D131,0.00534908,B1,0.204289
D23,relu,D10,-0.00785798,D11,-3.17416,D12,0.00833314,D13,0.00995577,D14,-0.215778,D15,-0.104081,D16,0.0426267,D17,0.0309393,D18,0.0183468,D19,-0.0924867,D110,-0.0709763,D111,0.3411,D112,-0.254596,D113,-0.370997,D114,0.463533,D115,0.569694,D116,4.75558,D117,-0.0107084,D118,2.89366,D119,0.0876904,D120,-0.0850313,D121,-0.0486161,D122,-0.0357018,D123,-0.0739233,D124,-0.136338,D125,-0.0341321,D126,0.0262893,D127,0.117173,D128,0.00765253,D129,0.0272874,D130,-0.00192205,D131,-0.096389,B1,-0.362289
D24,relu,D10,-0.0508872,D11,0.0259078,D12,-0.0901933,D13,-4.93898,D14,2.7105,D15,-0.119478,D16,0.172249,D17,-3.63248,D18,0.013537,D19,-0.390161,D110,-0.0463924,D111,1.38535,D112,-0.250102,D113,-0.235315,D114,0.535794,D115,1.06914,D116,-0.388983,D117,0.193403,D118,0.00725706,D119,-0.229111,D120,-0.12686,D121,-0.033755,D122,-0.638054,D123,-0.252608,D124,-0.471566,D125,-0.311255,D126,0.0180921,D127,0.110288,D128,-0.0250265,D129,-0.0928055,D130,-3.67493,D131,-0.426214,B1,-1.97577
D25,relu,D10,-0.576762,D11,0.0405595,D12,-0.0165074,D13,0.0993671,D14,0.0866526,D15,-0.127556,D16,-0.0310692,D17,0.0290774,D18,0.0176881,D19,0.0850358,D110,3.14525,D111,-0.643015,D112,0.204992,D113,0.00881758,D114,-0.208723,D115,-0.00822973,D116,-0.0113297,D117,0.730608,D118,-0.198516,D119,-3.75547,D120,3.46957,D121,0.286898,D122,-0.961076,D123,-0.0942676,D124,-0.117819,D125,-0.175174,D126,0.00851528,D127,0.00814999,D128,0.0391501,D129,0.0312939,D130,-0.0402219,D131,-0.107041,B1,-0.458706
D26,relu,D10,-0.274371,D11,2.37351,D12,-11.4059,D13,-0.3578,D14,0.641225,D15,0.715371,D16,-1.92114,D17,-3.06272,D18,0.116475,D19,-2.25403,D110,0.896891,D111,-2.67621,D112,1.17177,D113,1.29529,D114,0.0429564,D115,-0.0189114,D116,0.304522,D117,-3.33963,D118,0.398308,D119,-0.213548,D120,0.200109,D121,-0.14578,D122,0.660454,D123,-0.0855521,D124,-0.0277958,D125,0.475659,D126,-0.272188,D127,0.194908,D128,1.1562,D129,-0.117211,D130,-10.8604,D131,0.313033,B1,-0.303411
D27,relu,D10,-2.24695,D11,3.01331,D12,-0.400833,D13,-0.399903,D14,0.0360115,D15,-0.850066,D16,-0.270774,D17,-0.312307,D18,-0.11775,D19,0.418392,D110,-0.812393,D111,-2.37428,D112,-0.799608,D113,0.381165,D114,0.156796,D115,-1.19263,D116,-2.85509,D117,-0.348436,D118,0.107298,D119,-0.229165,D120,0.365966,D121,-0.540751,D122,0.228731,D123,-0.0382868,D124,-0.579675,D125,-0.812351,D126,-0.219709,D127,-0.255362,D128,-0.0266779,D129,-0.225002,D130,3.06122,D131,-0.000286578,B1,0.452478
D28,relu,D10,-0.00960928,D11,-2.21757,D12,-0.00313841,D13,-0.000547329,D14,-0.450932,D15,0.0159192,D16,-0.00223063,D17,0.00338115,D18,-6.18024,D19,0.846497,D110,-0.00599746,D111,0.00176608,D112,0.00542359,D113,-0.149612,D114,0.87531,D115,-0.00723883,D116,0.0031054,D117,0.00368307,D118,-0.135731,D119,0.00343999,D120,-0.0623635,D121,-0.0126072,D122,-0.136074,D123,3.26043,D124,3.789,D125,0.112207,D126,-0.209441,D127,-0.628037,D128,1.11508,D129,-4.12842,D130,0.0100937,D131,-0.0119126,B1,0.138503
D29,relu,D10,0.0194162,D11,-0.000548244,D12,1.01196,D13,1.33336,D14,0.0286683,D15,0.0131212,D16,0.883634,D17,4.07841,D18,0.0100629,D19,0.0456786,D110,-0.0074623,D111,0.0231228,D112,0.0223692,D113,0.0568441,D114,0.112173,D115,0.00977075,D116,-0.130124,D117,-0.382575,D118,-0.48396,D119,0.0357163,D120,0.0182088,D121,0.0199199,D122,0.0467263,D123,-0.00842167,D124,-0.0157329,D125,-0.00284761,D126,0.0100747,D127,0.015218,D128,0.126204,D129,0.00113529,D130,1.03041,D131,0.00469086,B1,-0.206209
