states: location[$x],states: location[$y]
0.0,0.0
0.5629419165041865,0.44670065288870453
0.5629419165041865,0.44670065288870453
0.7665906226474339,0.5361443848338436
0.8800546515606626,0.5201564434645469
0.8800546515606626,0.5201564434645469
0.8800546515606626,0.4947793613027776
0.8800546515606626,0.572577044144883
1.8329236457176694,0.42723217045996353
1.8329236457176694,0.9451261156535836
1.810208898858861,0.9451261156535836
1.810208898858861,0.9110911359799079
2.6251122629465424,0.5617709374683313
2.115024720488795,0.7483062588320576
2.115024720488795,0.7483062588320576
1.1807950766070419,1.2096206953743929
1.859354982499299,1.2096206953743929
0.8782956033677682,1.226715391156309
1.1962181859545413,1.226715391156309
1.071835490197944,0.8801358037936964
1.1349577764997738,0.8801358037936964
1.1349577764997738,1.2902032586197543
1.4037532560408292,1.180755639964525
1.4037532560408292,1.7199946679867097
1.6811286461987138,1.7199946679867097
1.9207551478412352,2.5139237337679408
2.2260607683298135,2.739124228829736
2.872733586838105,3.13732648230911
3.0441245860048913,2.833610868943678
3.2952277962351966,3.6788938618424765
3.3741260091274063,3.6788938618424765
3.3741260091274063,3.801080569824886
3.3741260091274063,3.752305800169839
3.46008286403064,3.715994050288701
3.46008286403064,3.715994050288701
3.46008286403064,3.714974220921087
3.3507541162471126,3.9361582646150075
3.2423332581247304,3.9847671224079817
3.2330752732204155,4.289595363315122
3.1456434110569758,4.4110789506510715
3.114790506365831,4.6411701127877745
3.141850164221112,4.714469104615784
3.181862848059269,5.118961702959428
3.216266386482272,5.176297648839793
3.216266386482272,5.411753035378525
3.317511011483607,5.7198399516323235
3.1806143375515257,5.999739816686352
3.291980346427036,5.999739816686352
3.341172131157623,5.999739816686352
3.4759251267025935,5.999739816686352
3.4029131004415687,6.311992428376544
2.9954829363663005,6.15889306942347
2.9954829363663005,5.437718624109794
3.0273198035478197,4.601111819780229
3.0165998225184647,4.601111819780229
2.965473620306796,4.601111819780229
3.436974223241295,4.601111819780229
3.30071953251277,4.601111819780229
3.3671378776637635,4.835563427047598
3.3612444797305634,5.156786222601616
3.2709604002957122,4.922011339038899
3.2709604002957122,4.884627050417612
3.422343025852931,5.247672327078448
3.372909952203045,5.039569851173159
3.2230612658119813,5.196808261755256
3.25844318033228,5.100292047406534
3.127820381062543,5.100292047406534
3.1994300680909062,5.213995444459227
3.1994300680909062,5.197894708767525
3.220772071035583,5.197894708767525
3.1941583889522382,5.197894708767525
3.302227949133024,5.371327985229881
3.302227949133024,5.4654803227660675
3.1648652901446,5.977499094401303
3.189708988369394,5.858908040635508
3.189708988369394,4.964193444106554
