states: location[$x],states: location[$y]
0.8810079869128008,0.5560317403266755
1.6417982873734636,1.20978049921888
1.6417982873734636,1.8074669584050687
2.2448848966099737,1.8074669584050687
2.477683160025218,1.6134758563561686
2.0817957569600725,1.6134758563561686
2.7981657802935422,1.6134758563561686
2.3724960468541596,1.8837445819836387
1.669753017482937,2.5777004379923376
1.669753017482937,1.938497573019353
2.0053454961260417,2.299456843029031
2.015112636818538,1.9345910388837197
2.6393886717741166,1.9345910388837197
2.5194575362805915,2.311697495599475
2.385626498334904,1.7647458453631666
3.395138982352316,1.1674232678219085
3.395138982352316,1.7497537730195045
3.9112785253671642,2.460437550443915
3.584087160191785,2.958840580219036
4.012241725185107,3.540112098676427
4.96504009700888,3.934486692693432
4.966373629737702,4.280496457452821
4.786822975469723,4.294539022813687
5.250536150002183,4.625915606459064
5.480588220606853,4.928450089600745
5.941532691286293,5.100353121789548
6.225050546686905,5.267266352151039
6.778840685418536,5.81986371378054
6.773767957000256,5.5581250541694915
6.773767957000256,6.5207580745223614
7.163598173776042,7.5122405419312965
7.485852064897793,8.08931789989448
7.543358249920669,7.1556107286474475
6.941929297941958,7.910747387569847
6.977443583091518,8.310635807017645
7.551886153779404,8.988859958101008
7.6612171765791395,8.302601519055555
7.585554274253186,7.936099085016319
7.835370671531977,8.66885707141763
8.012736906629954,8.998247819191
