action: move[$x],action: move[$y],states: location[$x],states: location[$y]
0.4801937757939651,-0.10010604302276926,0.0,0.0
0.36196764225171896,0.0,0.48498399267645803,0.0
0.056076963897774945,0.33092133624780806,0.8505541529555902,0.0
0.6627351646742885,0.0,0.9071876427449496,0.33420550641143054
0.07904648594960872,0.0,1.576459707997093,0.33420550641143054
0.5836023788677247,0.2444604019174642,1.6562725688791824,0.33420550641143054
-0.2714240240070803,0.9019428674022011,2.2455169483646653,0.581029239577324
0.9047787048312919,0.5656444311152109,1.971627921499594,1.4911633190655746
-0.08065607057833235,0.5734955484280748,2.8826058813294173,2.060683365343099
0.8577294413609964,-0.06226557053462367,2.8029574421974037,2.627014268323208
0.253054410946639,1.0,3.6255127265953857,2.567302112473641
0.2276376059615428,0.515914157792092,3.856203146512258,3.478925897468709
0.8969984076447169,0.29333252556323086,3.970797101089632,3.7386397673019687
0.0,0.1384529327039939,4.210373645996387,3.816985049059755
0.5503910844716318,0.7809283503233694,4.210373645996387,3.856005349635536
0.344885273525941,0.5729503200270931,4.353228423655667,4.0586963978751145
0.11951650629426491,0.9658071222977405,4.475150439798065,4.261242761925307
-0.9275945316705787,0.678061549664853,4.535467524975368,4.748662217753843
0.5295063296425557,0.3982067432697027,3.8526575168889825,5.247788933578584
-0.19784858852776654,0.0,4.308077811422919,5.59028046229687
0.06526109780828704,0.392795984091625,4.123168124599383,5.59028046229687
0.649950436741926,-0.6785923277333623,4.1839209192708475,5.95594169955335
0.934078390390931,-0.5032242358705901,4.81530683133594,5.296731994404051
0.0,0.5603123566205184,5.675333853320072,4.833402101090821
0.0,0.595508461073557,5.675333853320072,5.3733755057021835
0.7186274896678279,0.3164255530015681,5.675333853320072,5.959400109744546
0.27156461056993564,0.5715288006293164,6.39290945381986,6.275362495644273
0.8277129736287699,0.4880916269041904,6.666454819285619,6.8510599486895805
-0.189559067802488,0.4446945739600617,7.5017718510051035,7.343635590225436
0.28433758874537857,0.8889104737016991,7.310340812434388,7.792721698987251
0.24439996576870637,0.3715990522921196,7.597497666812049,8.0
0.13844966546621168,-0.19462004155938029,7.844331249596476,8.0
0.36427489005734215,0.0,7.98416120934046,7.8034396653471
0.7048939700558299,0.40271477254784893,8.0,7.8034396653471
0.6188811265798683,0.9733618905214415,8.0,8.0
0.7541543155810593,0.5143844655963226,8.0,8.0
-0.025382048215951247,0.36803634232916227,8.0,8.0
0.3469742813611819,0.053123753038529786,7.974364750843084,8.0
0.6135412512259557,-0.6074245138286569,8.0,8.0
0.6161104624256588,-0.7543702494098417,8.0,7.386516067437372
