D10,relu,N00,-0.551832601006,N01,-0.0341260882532,N02,0.0184785355383,N03,0.105477763397,B0,-0.795180128556
D11,relu,N00,-0.0931802250764,N01,-0.262707539829,N02,-0.050241536834,N03,-0.0552295880554,B0,0.312295798924
D12,relu,N00,0.050519580925,N01,-0.292953433859,N02,0.106009749659,N03,-0.0165359356587,B0,-0.278500755613
D13,relu,N00,-0.00177732547532,N01,0.00594600438964,N02,-0.000960783389999,N03,-0.00110762121233,B0,-0.00426279088855
D14,relu,N00,0.0403442439083,N01,0.0421464270903,N02,0.00579373758822,N03,0.00796864147993,B0,-0.00774166031769
D15,relu,N00,-0.603558302523,N01,0.0486412711417,N02,-0.206611209114,N03,-0.0108023609581,B0,0.508914927873
D16,relu,N00,0.11232779008,N01,0.113783320254,N02,-0.0131485297388,N03,-0.0493383760515,B0,0.169896609873
D17,relu,N00,0.133747711226,N01,-0.202401659396,N02,0.0293105190496,N03,0.0712096385933,B0,-0.310355640016
D18,relu,N00,0.0333562998349,N01,0.0604305216781,N02,0.00296032831811,N03,-0.00746892204627,B0,0.068702790377
D19,relu,N00,-0.271764861649,N01,0.156700501938,N02,0.0760748262331,N03,0.0388575775751,B0,-0.351569632158
D110,relu,N00,-0.00750969981349,N01,0.0469763757557,N02,-0.00338951363206,N03,0.00214076733209,B0,0.0674888688264
D111,relu,N00,0.013246728847,N01,0.0248201769794,N02,0.00400844355771,N03,-0.00896801103907,B0,0.0632447187391
D112,relu,N00,0.0129880117222,N01,-0.00327405349931,N02,0.002209680294,N03,0.00567356855318,B0,-0.00257650968195
D113,relu,N00,-0.242063896624,N01,0.162895776268,N02,0.0562365796006,N03,0.0450507570129,B0,-0.315115924719
D114,relu,N00,0.465580190496,N01,0.0471405108258,N02,0.0867390390308,N03,-0.166915076762,B0,0.116888783828
D115,relu,N00,-0.443239728308,N01,-0.362741326256,N02,-0.120993011912,N03,-0.07320072825,B0,0.567469940773
D116,relu,N00,0.0249861325286,N01,-0.037828881557,N02,-0.00594893669447,N03,-0.000880903918439,B0,0.0684535543371
D117,relu,N00,-0.0548552185375,N01,-0.0113128107813,N02,-0.00159784558623,N03,0.000462494974833,B0,0.00812769015692
D118,relu,N00,0.0694346858643,N01,-0.053201264179,N02,-0.0173336865826,N03,-0.00634590667357,B0,0.0662637841733
D119,relu,N00,-0.00667484331934,N01,0.0365227665081,N02,0.00981622884368,N03,0.0100046118772,B0,-0.0138419445513
D120,relu,N00,-0.0659960411136,N01,-0.00947673323527,N02,-0.0233246212089,N03,-0.00687208266602,B0,0.13316679102
D121,relu,N00,-0.0951841146689,N01,0.635245603719,N02,-0.120664143547,N03,0.132446667998,B0,-0.285726140985
D122,relu,N00,0.298062822138,N01,-0.513923024293,N02,-0.0202838780789,N03,-0.163375463185,B0,0.447171106562
D123,relu,N00,0.0136053426019,N01,0.00334733915548,N02,-0.00153398620194,N03,-0.00156658755229,B0,0.0606577532544
